"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OAVG","PISAMATH","TOT","MEANSCORE","A","2006",494,
"OAVG","PISAMATH","TOT","MEANSCORE","A","2009",495,
"OAVG","PISAMATH","TOT","MEANSCORE","A","2012",494,
"OAVG","PISAMATH","TOT","MEANSCORE","A","2015",490,
"COL","PISAMATH","TOT","MEANSCORE","A","2015",390,
"COL","PISAMATH","BOY","MEANSCORE","A","2015",395,
"COL","PISAMATH","GIRL","MEANSCORE","A","2015",384,
"HKG","PISAMATH","TOT","MEANSCORE","A","2015",548,
"HKG","PISAMATH","BOY","MEANSCORE","A","2015",549,
"HKG","PISAMATH","GIRL","MEANSCORE","A","2015",547,
"PER","PISAMATH","TOT","MEANSCORE","A","2015",387,
"PER","PISAMATH","BOY","MEANSCORE","A","2015",391,
"PER","PISAMATH","GIRL","MEANSCORE","A","2015",382,
"SGP","PISAMATH","TOT","MEANSCORE","A","2015",564,
"TWN","PISAMATH","TOT","MEANSCORE","A","2015",542,
"TWN","PISAMATH","BOY","MEANSCORE","A","2015",545,
"TWN","PISAMATH","GIRL","MEANSCORE","A","2015",539,
"MAC","PISAMATH","TOT","MEANSCORE","A","2015",544,
"MAC","PISAMATH","BOY","MEANSCORE","A","2015",540,
"MAC","PISAMATH","GIRL","MEANSCORE","A","2015",548,
