"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","PISASCIENCE","BOY","MEANSCORE","A","2006",527,
"AUS","PISASCIENCE","BOY","MEANSCORE","A","2009",527,
"AUS","PISASCIENCE","BOY","MEANSCORE","A","2012",523.728,
"AUS","PISASCIENCE","BOY","MEANSCORE","A","2015",511,
"AUS","PISASCIENCE","GIRL","MEANSCORE","A","2006",527,
"AUS","PISASCIENCE","GIRL","MEANSCORE","A","2009",528,
"AUS","PISASCIENCE","GIRL","MEANSCORE","A","2012",519.124,
"AUS","PISASCIENCE","GIRL","MEANSCORE","A","2015",509,
"AUT","PISASCIENCE","BOY","MEANSCORE","A","2006",515,
"AUT","PISASCIENCE","BOY","MEANSCORE","A","2012",510.108,
"AUT","PISASCIENCE","BOY","MEANSCORE","A","2015",504,
"AUT","PISASCIENCE","GIRL","MEANSCORE","A","2006",507,
"AUT","PISASCIENCE","GIRL","MEANSCORE","A","2012",501.479,
"AUT","PISASCIENCE","GIRL","MEANSCORE","A","2015",486,
"BEL","PISASCIENCE","BOY","MEANSCORE","A","2006",511,
"BEL","PISASCIENCE","BOY","MEANSCORE","A","2009",510,
"BEL","PISASCIENCE","BOY","MEANSCORE","A","2012",506.82,
"BEL","PISASCIENCE","BOY","MEANSCORE","A","2015",508,
"BEL","PISASCIENCE","GIRL","MEANSCORE","A","2006",510,
"BEL","PISASCIENCE","GIRL","MEANSCORE","A","2009",503,
"BEL","PISASCIENCE","GIRL","MEANSCORE","A","2012",502.9,
"BEL","PISASCIENCE","GIRL","MEANSCORE","A","2015",496,
"CAN","PISASCIENCE","BOY","MEANSCORE","A","2006",536,
"CAN","PISASCIENCE","BOY","MEANSCORE","A","2009",531,
"CAN","PISASCIENCE","BOY","MEANSCORE","A","2012",526.875,
"CAN","PISASCIENCE","BOY","MEANSCORE","A","2015",528,
"CAN","PISASCIENCE","GIRL","MEANSCORE","A","2006",532,
"CAN","PISASCIENCE","GIRL","MEANSCORE","A","2009",526,
"CAN","PISASCIENCE","GIRL","MEANSCORE","A","2012",524.053,
"CAN","PISASCIENCE","GIRL","MEANSCORE","A","2015",527,
"CZE","PISASCIENCE","BOY","MEANSCORE","A","2006",515,
"CZE","PISASCIENCE","BOY","MEANSCORE","A","2009",498,
"CZE","PISASCIENCE","BOY","MEANSCORE","A","2012",508.721,
"CZE","PISASCIENCE","BOY","MEANSCORE","A","2015",497,
"CZE","PISASCIENCE","GIRL","MEANSCORE","A","2006",510,
"CZE","PISASCIENCE","GIRL","MEANSCORE","A","2009",503,
"CZE","PISASCIENCE","GIRL","MEANSCORE","A","2012",507.855,
"CZE","PISASCIENCE","GIRL","MEANSCORE","A","2015",488,
"DNK","PISASCIENCE","BOY","MEANSCORE","A","2006",500,
"DNK","PISASCIENCE","BOY","MEANSCORE","A","2009",505,
"DNK","PISASCIENCE","BOY","MEANSCORE","A","2012",503.533,
"DNK","PISASCIENCE","BOY","MEANSCORE","A","2015",505,
"DNK","PISASCIENCE","GIRL","MEANSCORE","A","2006",491,
"DNK","PISASCIENCE","GIRL","MEANSCORE","A","2009",494,
"DNK","PISASCIENCE","GIRL","MEANSCORE","A","2012",493.363,
"DNK","PISASCIENCE","GIRL","MEANSCORE","A","2015",499,
"FIN","PISASCIENCE","BOY","MEANSCORE","A","2006",562,
"FIN","PISASCIENCE","BOY","MEANSCORE","A","2009",546,
"FIN","PISASCIENCE","BOY","MEANSCORE","A","2012",537.436,
"FIN","PISASCIENCE","BOY","MEANSCORE","A","2015",521,
"FIN","PISASCIENCE","GIRL","MEANSCORE","A","2006",565,
"FIN","PISASCIENCE","GIRL","MEANSCORE","A","2009",562,
"FIN","PISASCIENCE","GIRL","MEANSCORE","A","2012",553.893,
"FIN","PISASCIENCE","GIRL","MEANSCORE","A","2015",541,
"FRA","PISASCIENCE","BOY","MEANSCORE","A","2006",497,
"FRA","PISASCIENCE","BOY","MEANSCORE","A","2009",500,
"FRA","PISASCIENCE","BOY","MEANSCORE","A","2012",497.716,
"FRA","PISASCIENCE","BOY","MEANSCORE","A","2015",496,
"FRA","PISASCIENCE","GIRL","MEANSCORE","A","2006",494,
"FRA","PISASCIENCE","GIRL","MEANSCORE","A","2009",497,
"FRA","PISASCIENCE","GIRL","MEANSCORE","A","2012",500.157,
"FRA","PISASCIENCE","GIRL","MEANSCORE","A","2015",494,
"DEU","PISASCIENCE","BOY","MEANSCORE","A","2006",519,
